caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight
,Huntington,1911,,Mountain States,,38,,,,blau/blau-20180521,,player,
,Raleigh,1914,,North Carolina State,,10153,,,,blau/blau-20180521,,player,
,Raleigh,1914,,North Carolina State,,39,,,,blau/blau-20180521,,player,
,Durham,1914,,North Carolina State,,39,,,,blau/blau-20180521,,player,
,Raleigh,1914,,North Carolina State,,40,,,,blau/blau-20180521,,player,
,Durham,1914,,North Carolina State,,40,,,,blau/blau-20180521,,player,
,Greensboro,1914,,North Carolina State,,41,,,,blau/blau-20180521,,player,
,Greensboro,1914,,North Carolina State,,41,,,,blau/blau-20180521,,manager,
,Charlotte,1914,,North Carolina State,,42,,,,blau/blau-20180521,,player,
,Greensboro,1914,,North Carolina State,,42,,,,blau/blau-20180521,,player,
,Greensboro,1914,,North Carolina State,,10162,,,,blau/blau-20180521,,player,
,Greensboro,1914,,North Carolina State,,43,,,,blau/blau-20180521,,manager,
,Greensboro,1914,,North Carolina State,,43,,,,blau/blau-20180521,,player,
,Raleigh,1914,,North Carolina State,,44,,,,blau/blau-20180521,,player,
,Baltimore,1914,,International,,44,,,,blau/blau-20180521,,player,
,Winston-Salem,1914,,North Carolina State,,10167,,,,blau/blau-20180521,,player,
,Sioux City,1914,,Western,,45,,,,blau/blau-20180521,,player,
,Duluth,1914,,Northern,,45,,,,blau/blau-20180521,,player,
,Sioux City,1914,,Western,,10170,,,,blau/blau-20180521,,player,
,Winnipeg,1914,,Northern,,46,,,,blau/blau-20180521,,player,
,Virginia,1913,,Northern,,46,,,,blau/blau-20180521,,player,
,Detroit,1913,,American,,47,,,,blau/blau-20180521,,player,
,Racine,1912,,Wisconsin-Illinois,,47,,,,blau/blau-20180521,,player,
,Grand Forks,1915,,Northern,,48,,,,blau/blau-20180521,,player,
,Omaha,1915,,Western,,48,,,,blau/blau-20180521,,player,
,Grand Forks,1914,,Northern,,10177,,,,blau/blau-20180521,,player,
,Grand Forks,1914,,Northern,,10178,,,,blau/blau-20180521,,player,
,Grand Forks,1914,,Northern,,49,,,,blau/blau-20180521,,player,
,St. Paul,1914,,American Association,,49,,,,blau/blau-20180521,,player,
,Grand Forks,1914,,Northern,,50,,,,blau/blau-20180521,,player,
,St. Paul,1914,,American Association,,50,,,,blau/blau-20180521,,player,
,Superior,1913,,Northern,,51,,,,blau/blau-20180521,,player,
,Winona,1913,,Northern,,51,,,,blau/blau-20180521,,player,
,Superior,1914,,Northern,,54,,,,blau/blau-20180521,,player,
,Madison,1914,,Wisconsin-Illinois,,54,,,,blau/blau-20180521,,player,
,Fort William,1914,,Northern,,52,,,,blau/blau-20180521,,player,
,Virginia,1914,,Northern,,52,,,,blau/blau-20180521,,player,
,Virginia,1914,,Northern,,53,,,,blau/blau-20180521,,player,
,Virginia,1913,,Northern,,53,,,,blau/blau-20180521,,player,
,Virginia,1913,,Northern,,53,,,,blau/blau-20180521,,manager,
,Virginia,1914,,Northern,,10192,,,,blau/blau-20180521,,player,
,Winnipeg,1914,,Northern,,10193,,,,blau/blau-20180521,,player,
,Fargo-Moorhead,1914,,Northern,,55,,,,blau/blau-20180521,,player,
,Virginia,1914,,Northern,,55,,,,blau/blau-20180521,,player,
,Virginia,1914,,Northern,,56,,,,blau/blau-20180521,,player,
,Grand Forks,1913,,Northern,,56,,,,blau/blau-20180521,,player,
,Winnipeg,1914,,Northern,,10198,,,,blau/blau-20180521,,player,
,Winnipeg,1914,,Northern,,10199,,,,blau/blau-20180521,,player,
,Winona,1914,,Northern,,10200,,,,blau/blau-20180521,,player,
,Portland,1914,,Northwestern,,57,,,,blau/blau-20180521,,player,
,Oakland,1915,,Pacific Coast,,57,,,,blau/blau-20180521,,player,
,Portland,1914,,Northwestern,,10203,,,,blau/blau-20180521,,player,
,Seattle,1914,,Northwestern,,58,,,,blau/blau-20180521,,player,
,Saskatoon,1913,,Western Canada,,58,,,,blau/blau-20180521,,player,
,Saskatoon,1914,,Western Canada,,58,,,,blau/blau-20180521,,player,
,Edmonton,1911,,Western Canada,,58,,,,blau/blau-20180521,,player,
,Bassano,1912,,Western Canada,,58,,,,blau/blau-20180521,,player,
,Tacoma,1914,,Northwestern,,59,,,,blau/blau-20180521,,player,
,St. Louis,1910,,National,,59,,,,blau/blau-20180521,,player,
,Tacoma,1914,,Northwestern,,10211,,,,blau/blau-20180521,,player,
,Davenport,1912,,I-I-I,,60,,,,blau/blau-20180521,,player,
,Jacksonville,1914,,South Atlantic,,60,,,,blau/blau-20180521,,player,
,Atlanta,1915,,Southern Association,,61,,,,blau/blau-20180521,,player,
,Albany,1914,,South Atlantic,,61,,,,blau/blau-20180521,,player,
,Columbus,1914,,South Atlantic,,61,,,,blau/blau-20180521,,player,
,Macon,1915,,South Atlantic,,61,,,,blau/blau-20180521,,player,
,Atlanta,1915,,Southern Association,,10218,,,,blau/blau-20180521,,player,
,Columbus,1910,,South Atlantic,,62,,,,blau/blau-20180521,,player,
,Albany,1911,,New York State,,62,,,,blau/blau-20180521,,player,
,Providence,1911,,Eastern,,62,,,,blau/blau-20180521,,player,
,Jersey City,1913,,Eastern,,62,,,,blau/blau-20180521,,player,
,Montgomery,1914,,Southern Association,,62,,,,blau/blau-20180521,,player,
,Augusta,1914,,South Atlantic,,63,,,,blau/blau-20180521,,player,
,Cedar Rapids,1913,,Central Association,,63,,,,blau/blau-20180521,,player,
,Jacksonville,1914,,South Atlantic,,10226,,,,blau/blau-20180521,,player,
,Portsmouth,1915,,Virginia,,64,,,,blau/blau-20180521,,player,
,Frederick,1915,,Blue Ridge,,64,,,,blau/blau-20180521,,player,
,Frederick,1916,,Blue Ridge,,64,,,,blau/blau-20180521,,player,
,Hopewell,1916,,Virginia,,64,,,,blau/blau-20180521,,player,
,Savannah,1914,,South Atlantic,,65,,,,blau/blau-20180521,,player,
,Valdosta,1913,,Empire State,,65,,,,blau/blau-20180521,,player,
,Des Moines,1914,,Western,,66,,,,blau/blau-20180521,,player,
,Atlanta,1914,,Southern Association,,66,,,,blau/blau-20180521,,player,
,Atlanta,1914,,Southern Association,,67,,,,blau/blau-20180521,,player,
,Cordele,1914,,Georgia State,,67,,,,blau/blau-20180521,,player,
,Atlanta,1914,,Southern Association,,68,,,,blau/blau-20180521,,player,
,Decatur,1913,,I-I-I,,68,,,,blau/blau-20180521,,player,
,Birmingham,1914,,Southern Association,,69,,,,blau/blau-20180521,,player,
,Waco,1914,,Texas,,69,,,,blau/blau-20180521,,player,
,Galveston,1914,,Texas,,69,,,,blau/blau-20180521,,player,
,Charlotte,1915,,North Carolina State,,70,,,,blau/blau-20180521,,player,
,Newburgh,1914,,Atlantic,,70,,,,blau/blau-20180521,,player,
,Chattanooga,1914,,Southern Association,,70,,,,blau/blau-20180521,,player,
,Memphis,1914,,Southern Association,,71,,,,blau/blau-20180521,,player,
,Newark,1913,,International,,71,,,,blau/blau-20180521,,player,
,Minneapolis,1923,,American Association,,72,,,,blau/blau-20180521,,player,
,Clarksdale,1923,,Cotton States,,72,,,,blau/blau-20180521,,player,
,Phoenix,1928,,Arizona State,,72,,,,blau/blau-20180521,,player,
,Mobile,1914,,Southern Association,,73,,,,blau/blau-20180521,,player,
,Memphis,1911,,Southern Association,,73,,,,blau/blau-20180521,,player,
,Mobile,1914,,Southern Association,,74,,,,blau/blau-20180521,,player,
,Charleston,nan,,Ohio State,,74,,,,blau/blau-20180521,,player,
,LaGrange,1915,,Georgia-Alabama,,74,,,,blau/blau-20180521,,player,
,New Orleans,1914,,Southern Association,,10255,,,,blau/blau-20180521,,player,
,Bloomfield,1914,,Atlantic,,10256,,,,blau/blau-20180521,,player,
,Sioux City,1914,,Western,,75,,,,blau/blau-20180521,,player,
,Danbury,1914,,Atlantic,,75,,,,blau/blau-20180521,,player,
,Poughkeepsie,1914,,Atlantic,,76,,,,blau/blau-20180521,,player,
,,1914,,Southern Association,,76,,,,blau/blau-20180521,,player,
,Danbury,1914,,Atlantic,,10261,,,,blau/blau-20180521,,manager,
,Danbury,1914,,Atlantic,,10262,,,,blau/blau-20180521,,player,
,Middletown,1913,,New York-New Jersey,,77,,,,blau/blau-20180521,,player,
,Middletown,1914,,Atlantic,,77,,,,blau/blau-20180521,,player,
,Newburgh,1913,,New York-New Jersey,,78,,,,blau/blau-20180521,,player,
,Newburgh,1914,,Atlantic,,78,,,,blau/blau-20180521,,player,
,Newburgh,1914,,Atlantic,,10267,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,79,,,,blau/blau-20180521,,player,
,Lynn,1914,,New England,,79,,,,blau/blau-20180521,,player,
,Troy,1912,,New York State,,79,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,80,,,,blau/blau-20180521,,player,
,Trenton,1914,,Tri-State,,80,,,,blau/blau-20180521,,player,
,Reading,1914,,Tri-State,,80,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,10274,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,81,,,,blau/blau-20180521,,player,
,Danbury,1914,,Atlantic,,81,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,10277,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,10278,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,82,,,,blau/blau-20180521,,player,
,Newburgh,1914,,Atlantic,,82,,,,blau/blau-20180521,,player,
,,1914,,Virginia,,82,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,10282,,,,blau/blau-20180521,,player,
,Perth Amboy,1914,,Atlantic,,10283,,,,blau/blau-20180521,,player,
,Poughkeepsie,1914,,Atlantic,,83,,,,blau/blau-20180521,,player,
,Kingston,1913,,New York-New Jersey,,83,,,,blau/blau-20180521,,player,
,Burlington,1914,,Central Association,,10286,,,,blau/blau-20180521,,player,
,Burlington,1914,,Central Association,,84,,,,blau/blau-20180521,,player,
,Salina,1914,,Kansas State,,84,,,,blau/blau-20180521,,player,
,Burlington,1914,,Central Association,,10289,,,,blau/blau-20180521,,player,
,Burlington,1914,,Central Association,,10290,,,,blau/blau-20180521,,player,
,Burlington,1914,,Central Association,,10291,,,,blau/blau-20180521,,player,
,Cedar Rapids,1914,,Central Association,,10292,,,,blau/blau-20180521,,player,
,Cedar Rapids,1914,,Central Association,,85,,,,blau/blau-20180521,,player,
,Clinton,1914,,Central Association,,85,,,,blau/blau-20180521,,player,
,New Haven,1916,,Eastern,,86,,,,blau/blau-20180521,,player,
,Philadelphia,1916,,American,,86,,,,blau/blau-20180521,,player,
,Clinton,1914,,Central Association,,10297,,,,blau/blau-20180521,,player,
,Clinton,1914,,Central Association,,10298,,,,blau/blau-20180521,,player,
,Clinton,1914,,Central Association,,87,,,,blau/blau-20180521,,player,
,Grand Island,1914,,Nebraska State,,87,,,,blau/blau-20180521,,player,
,Omaha,1914,,Western,,87,,,,blau/blau-20180521,,player,
,Omaha,1913,,Western,,87,,,,blau/blau-20180521,,player,
,New Haven,1910,,Connecticut State,,88,,,,blau/blau-20180521,,player,
,Jersey City,1911,,Eastern,,88,,,,blau/blau-20180521,,player,
,Savannah,1913,,South Atlantic,,88,,,,blau/blau-20180521,,player,
,Savannah,1914,,South Atlantic,,88,,,,blau/blau-20180521,,player,
,Valdosta,1914,,Georgia State,,88,,,,blau/blau-20180521,,player,
,Galesburg,1914,,Central Association,,1,,,,blau/blau-20180715,,player,
,Asheville,1915,,North Carolina State,,1,,,,blau/blau-20180715,,player,
,Asheville,1913,,North Carolina State,,1,,,,blau/blau-20180715,,player,
,Galesburg,1914,,Central Association,,10003,,,,blau/blau-20180715,,player,
,Keokuk,1914,,Central Association,,2,,,,blau/blau-20180715,,player,
,Clinton,1914,,Central Association,,2,,,,blau/blau-20180715,,player,
,Muscatine,1914,,Central Association,,2,,,,blau/blau-20180715,,player,
,Salem,1942,,Western International Leauge,,10007,,,,blau/blau-20180715,,player,
,Muscatine,1914,,Central Association,,3,,,,blau/blau-20180715,,player,
,Ottumwa,1914,,Central Association,,3,,,,blau/blau-20180715,,player,
,Ottumwa,1914,,Central Association,,10010,,,,blau/blau-20180715,,player,
,Marshalltown,1914,,Central Association,,4,,,,blau/blau-20180715,,player,
,Keokuk,1915,,Central Association,,4,,,,blau/blau-20180715,,player,
,Marshalltown,1914,,Central Association,,10013,,,,blau/blau-20180715,,player,
,Marshalltown,1914,,Central Association,,5,,,,blau/blau-20180715,,player,
,Cedar Rapids,1914,,Central Association,,5,,,,blau/blau-20180715,,player,
,Marshalltown,1914,,Central Association,,10016,,,,blau/blau-20180715,,player,
,San Francisco,1918,,Pacific Coast,,6,,,,blau/blau-20180715,,player,
,Vancouver,1919,,Western International Leauge,,6,,,,blau/blau-20180715,,player,
,Oakland,1920,,Pacific Coast,,6,,,,blau/blau-20180715,,player,
,Waxahachie,1914,,Central Texas,,10020,,,,blau/blau-20180715,,player,
,New Haven,1914,,Eastern Association,,10021,,,,blau/blau-20180715,,player,
,Americus,1914,,Georgia State,,7,,,,blau/blau-20180715,,player,
,Charlotte,1915,,North Carolina State,,7,,,,blau/blau-20180715,,player,
,Valdosta,1914,,Georgia State,,10024,,,,blau/blau-20180715,,player,
,Valdosta,1914,,Georgia State,,10025,,,,blau/blau-20180715,,player,
,Thomasville,1914,,Georgia State,,10026,,,,blau/blau-20180715,,player,
,Thomasville,1914,,Georgia State,,10027,,,,blau/blau-20180715,,player,
,Charleston,1913,,South Atlantic,,8,,,,blau/blau-20180715,,player,
,Columbia,1912,,South Atlantic,,8,,,,blau/blau-20180715,,player,
,Portsmouth,1915,,Virginia,,8,,,,blau/blau-20180715,,player,
,Portsmouth,1914,,Virginia,,8,,,,blau/blau-20180715,,player,
,Valdosta,1914,,Georgia State,,8,,,,blau/blau-20180715,,player,
,Danbury,1913,,New York-New Jersey,,10033,,,,blau/blau-20180715,,player,
,Syracuse,1915,,New York State,,10034,,,,blau/blau-20180715,,player,
,Americus,1914,,Georgia State,,10035,,,,blau/blau-20180715,,player,
,Americus,1914,,Georgia State,,10036,,,,blau/blau-20180715,,player,
,Americus,1914,,Georgia State,,10037,,,,blau/blau-20180715,,player,
,Brunswick,1914,,Georgia State,,10038,,,,blau/blau-20180715,,player,
,Americus,1914,,Georgia State,,10039,,,,blau/blau-20180715,,player,
,Americus,1914,,Georgia State,,9,,,,blau/blau-20180715,,player,
,Dothan,1915,,Florida-Alabama-Georgia,,9,,,,blau/blau-20180715,,player,
,Cordele,1914,,Georgia State,,10,,,,blau/blau-20180715,,player,
,Norfolk,1914,,Virginia,,10,,,,blau/blau-20180715,,player,
,Brunswick,1914,,Georgia State,,10044,,,,blau/blau-20180715,,player,
,Anniston,1914,,Georgia-Alabama,,11,,,,blau/blau-20180715,,player,
,Opelika,1914,,Georgia-Alabama,,11,,,,blau/blau-20180715,,player,
,Anniston,1914,,Georgia-Alabama,,12,,,,blau/blau-20180715,,player,
,Opelika,1914,,Georgia-Alabama,,12,,,,blau/blau-20180715,,player,
,Anniston,1914,,Georgia-Alabama,,13,,,,blau/blau-20180715,,player,
,Opelika,1914,,Georgia-Alabama,,13,,,,blau/blau-20180715,,player,
,Anniston,1914,,Georgia-Alabama,,14,,,,blau/blau-20180715,,player,
,Anniston,1915,,Georgia-Alabama,,14,,,,blau/blau-20180715,,player,
,Anniston,1914,,Georgia-Alabama,,15,,,,blau/blau-20180715,,player,
,Anniston,1915,,Georgia-Alabama,,15,,,,blau/blau-20180715,,player,
,Rome,1914,,Georgia-Alabama,,10055,,,,blau/blau-20180715,,player,
,Champaign,1914,,Illinois-Missouri,,27,,,,blau/blau-20180715,,player,
,Burlington,1914,,Central Association,,27,,,,blau/blau-20180715,,player,
,San Antonio,1908,,Texas,,16,,,,blau/blau-20180715,,player,
,Milwaukee,1909,,American Association,,16,,,,blau/blau-20180715,,player,
,Burlington,1909,,Central Association,,16,,,,blau/blau-20180715,,player,
,Alexandria,1907,,Cotton States,,17,,,,blau/blau-20180715,,player,
,Newport,1908,,Arkansas State,,17,,,,blau/blau-20180715,,player,
,Alexandria,1907,,Cotton States,,18,,,,blau/blau-20180715,,player,
,McKeesport,1908,,Ohio-Pennsylvania,,18,,,,blau/blau-20180715,,player,
,Alexandria,1908,,Gulf Coast,,19,,,,blau/blau-20180715,,player,
,Vicksburg,1908,,Cotton States,,19,,,,blau/blau-20180715,,player,
,Alexandria,1908,,Gulf Coast,,20,,,,blau/blau-20180715,,player,
,Columbus,1908,,Cotton States,,20,,,,blau/blau-20180715,,player,
,Alexandria,1908,,Gulf Coast,,21,,,,blau/blau-20180715,,player,
,Shreveport,1908,,Texas,,21,,,,blau/blau-20180715,,player,
,Kankakee,1914,,Illinois-Missouri,,10071,,,,blau/blau-20180715,,player,
,Ottawa,1914,,Illinois-Missouri,,10072,,,,blau/blau-20180715,,player,
,Streator,1914,,Illinois-Missouri,,10073,,,,blau/blau-20180715,,player,
,Ottawa,1914,,Illinois-Missouri,,10074,,,,blau/blau-20180715,,player,
,Champaign,1914,,Illinois-Missouri,,10075,,,,blau/blau-20180715,,player,
,Champaign,1914,,Illinois-Missouri,,10076,,,,blau/blau-20180715,,player,
,Ottawa,1914,,Illinois-Missouri,,10077,,,,blau/blau-20180715,,player,
,Streator,1914,,Illinois-Missouri,,10078,,,,blau/blau-20180715,,player,
,La Salle,1914,,Illinois-Missouri,,10079,,,,blau/blau-20180715,,player,
,La Salle,1914,,Illinois-Missouri,,22,,,,blau/blau-20180715,,player,
,Clinton,1914,,Central Association,,22,,,,blau/blau-20180715,,player,
,Ottawa,1914,,Illinois-Missouri,,23,,,,blau/blau-20180715,,player,
,Bloomington,1914,,I-I-I,,23,,,,blau/blau-20180715,,player,
,La Salle,1914,,Illinois-Missouri,,10084,,,,blau/blau-20180715,,player,
,Ottawa,1914,,Illinois-Missouri,,24,,,,blau/blau-20180715,,player,
,Bloomington,1914,,I-I-I,,24,,,,blau/blau-20180715,,player,
,Ottawa,1914,,Illinois-Missouri,,25,,,,blau/blau-20180715,,player,
,Waterloo,1914,,Central Association,,25,,,,blau/blau-20180715,,player,
,Keokuk,1914,,Central Association,,26,,,,blau/blau-20180715,,player,
,Ottawa,1914,,Illinois-Missouri,,26,,,,blau/blau-20180715,,player,
,Champaign,1914,,Illinois-Missouri,,28,,,,blau/blau-20180715,,player,
,Burlington,1914,,Central Association,,28,,,,blau/blau-20180715,,player,
,Olean,1915,,Interstate,,10093,,,,blau/blau-20180715,,player,
,Columbus,1925,,American Association,,29,,,,blau/blau-20180715,,player,
,Chicago,1925,,National,,29,,,,blau/blau-20180715,,player,
,Louisville,1927,,American Association,,29,,,,blau/blau-20180715,,player,
,Hornell,1914,,Interstate,,10097,,,,blau/blau-20180715,,player,
,Erie,1914,,Canadian,,30,,,,blau/blau-20180715,,player,
,Jamestown,1915,,Interstate,,30,,,,blau/blau-20180715,,player,
,Erie,1915,,Central,,30,,,,blau/blau-20180715,,player,
,Jamestown,1914,,Interstate,,10101,,,,blau/blau-20180715,,player,
,Tulsa,1917,,Western,,10102,,,,blau/blau-20180715,,player,
,New Orleans,1917,,Southern Association,,10103,,,,blau/blau-20180715,,player,
,Richmond,1918,,Virginia,,31,,,,blau/blau-20180715,,player,
,Boston,1918,,National,,31,,,,blau/blau-20180715,,player,
,Olean,1915,,Interstate,,32,,,,blau/blau-20180715,,player,
,Wellsville,1915,,Interstate,,32,,,,blau/blau-20180715,,player,
,Hornell,1915,,Interstate,,32,,,,blau/blau-20180715,,player,
,Olean,1914,,Interstate,,10109,,,,blau/blau-20180715,,player,
,Warren,1914,,Interstate,,33,,,,blau/blau-20180715,,player,
,London,1914,,Canadian,,33,,,,blau/blau-20180715,,player,
,Warren,1914,,Interstate,,10112,,,,blau/blau-20180715,,player,
,Jamestown,1915,,Interstate,,35,,,,blau/blau-20180715,,player,
,London,1913,,Canadian,,35,,,,blau/blau-20180715,,player,
,Peterborough,1914,,Canadian,,35,,,,blau/blau-20180715,,player,
,Jamestown,1915,,Interstate,,34,,,,blau/blau-20180715,,player,
,Olean,1914,,Interstate,,34,,,,blau/blau-20180715,,player,
,Port Huron,1922,,Michigan-Ontario,,34,,,,blau/blau-20180715,,player,
,Jamestown,1915,,Interstate,,35,,,,blau/blau-20180715,,player,
,,1914,,Interstate,,35,,,,blau/blau-20180715,,player,
,Jamestown,1915,,Interstate,,36,,,,blau/blau-20180715,,player,
,Wellsville,1914,,Interstate,,36,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,37,,,,blau/blau-20180715,,manager,
,Blytheville,1910,,Northeast Arkansas,,37,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10125,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10126,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10127,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10128,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10129,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10130,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10131,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10132,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,38,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,38,,,,blau/blau-20180715,,manager,
,Blytheville,1910,,Northeast Arkansas,,10135,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10136,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10137,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10138,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10139,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10140,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10141,,,,blau/blau-20180715,,manager,
,Blytheville,1910,,Northeast Arkansas,,10142,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10143,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10144,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,43,,,,blau/blau-20180715,,player,
,Pekin,1909,,Illinois-Missouri,,43,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10147,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,39,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,39,,,,blau/blau-20180715,,player,
,Fort Worth,1911,,Texas,,39,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10151,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10152,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10153,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10154,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,40,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,40,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,40,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10158,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10159,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10160,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10161,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10162,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10163,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10164,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10165,,,,blau/blau-20180715,,player,
,Blytheville,1910,,Northeast Arkansas,,10166,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10167,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10168,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10169,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10170,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10171,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10172,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10173,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10174,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10175,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10176,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10177,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10178,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10179,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10180,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10181,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10182,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10183,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10184,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10185,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10186,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10187,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10188,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10189,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10190,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10191,,,,blau/blau-20180715,,player,
,Caruthersville,1910,,Northeast Arkansas,,10192,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10193,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10194,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10195,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10196,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10197,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10198,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10199,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10200,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10201,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,41,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,41,,,,blau/blau-20180715,,manager,
,Jonesboro,1910,,Northeast Arkansas,,10204,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10205,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10206,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10207,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10208,,,,blau/blau-20180715,,player,
