caliber,club,date,height,league,meta,person,place,position,source,throws,type,weight,first,given,last,matrilineal,nick,suffix
,Pittsburgh,1916,,National League,,data/CPKRHDD,,,data/blau/blau-20170122,,player,,Paul,,Carpenter,,,
,Charleston/Chillicothe,1916,,Ohio State League,,data/CPKRHDD,,,data/blau/blau-20170122,,player,,Paul,,Carpenter,,,
,Gulfport,1926,,Cotton States League,,data/TFLWSYB,,,data/blau/blau-20170319,,player,,,,Carpenter,,,
,Bloomington,1931,,Illinois-Indiana-Iowa League,,data/WKYKGML,,,data/blau/blau-20171030,,player,,Carlton,,Carr,,,
,Lincoln,1922,,Nebraska State League,,data/KGDXHXV,,,data/blau/blau-20170122,,player,,Earl,,Carr,,,
,Syracuse,1928,,New York-Pennsylvania League,,data/WLBHXYS,,,data/blau/blau-20171001,,player,,Whippet,Harlan,Carr,,,
,Syracuse,1929,,New York-Pennsylvania League,,data/WLBHXYS,,,data/blau/blau-20171001,,player,,Whippet,Harlan,Carr,,,
,Davenport,1913,,Illinois-Indiana-Iowa League,,data/XYVFBWS,,,data/blau/blau-20180331,,player,,Eddie,,Carrigan,,,
,Marshalltown,1914,,Central Association,,data/XYVFBWS,,,data/blau/blau-20180331,,player,,Eddie,,Carrigan,,,
,Pueblo,1932,,Western League,,data/GZLBTDR,,,data/blau/blau-20171030,,player,,Charles,,Carroll,,,
,Durham,1922,,Piedmont League,,data/LDLWHHY,,,data/blau/blau-20171001,,player,,Charley,,Carroll,,,
,Jacksonville,1915,,South Atlantic League,,data/WBMTZVT,,CF,data/morris/1915SouthAtlantic/ColumbiaState/155,,player,,Dixie,,Carroll,,,
,Dubuque,1915,,Illinois-Indiana-Iowa League,,data/ZYJXXTP,,,data/blau/blau-20171030,,player,,Jack,,Carroll,,,
,Davenport,1916,,Illinois-Indiana-Iowa League,,data/ZYJXXTP,,,data/blau/blau-20171030,,player,,Jack,,Carroll,,,
,Charleston,1920,,South Atlantic League,,data/GSCWKQT,,,data/blau/blau-20161225,,player,,N. J.,N. J.,Carroll,,,
,Charlotte,1921,,South Atlantic League,,data/LLTWJCQ,,,data/blau/blau-20170521,,player,,Pat,,Carroll,,,
,Asheville,1915,,North Carolina State League,,data/XSWZGFN,,P,data/morris/1915NorthCarolinaState/AshevilleCitizenTimes/7,,player,,,,Carroll,,,
,Lincoln,1925,,Western League,,data/WCCVLZX,,,data/blau/blau-20180331,,player,,Clay,,Carson,,,
,Memphis,1907,,Southern Association,,data/BMSCTKR,,,data/blau/blau-20180331,,player,,Bobby,,Carter,,,
,Marshalltown,1914,,Central Association,,data/BMSCTKR,,,data/blau/blau-20180331,,player,,Bobby,,Carter,,,
,Dayton,1909,,Central League,,data/HSDQLTK,,,data/blau/blau-20170319,,player,,John,,Carter,,,
,Eau Claire,1910,,Minnesota-Wisconsin League,,data/HSDQLTK,,,data/blau/blau-20170319,,player,,John,,Carter,,,
,Kewanee,1912,,Central Association,,data/CFVTXPS,,,data/blau/blau-20170319,,player,,Nick,,Carter,,Buggs,
,Salt Lake City,1922,,Pacific Coast League,,data/MMYVJCX,,,data/blau/blau-20170319,,player,,Joe,,Cartwright,,,
,Denver,1922,,Western League,,data/MMYVJCX,,,data/blau/blau-20170319,,player,,Joe,,Cartwright,,,
,Fort Myers,1926,,Florida State League,,data/HGRNPFM,,,data/blau/blau-20170319,,player,,Joe,,Casares,,,
,Fort Lauderdale,1928,,Florida State League,,data/HGRNPFM,,,data/blau/blau-20170319,,player,,Joe,,Casares,,,
,Canton,1930,,Central League,,data/DGYBYNP,,,data/blau/blau-20171030,,player,,Albert,,Case,,,
,Minneapolis,1914,,American Association,,data/HVKXXPL,,,data/blau/blau-20180331,,player,,Bill,,Case,,,
,Boise,1911,,Union Association,,data/KKJQSFQ,,,data/blau/blau-20170129,,player,,Jack,,Case,,,
,Sioux City,1921,,Western League,,data/KXFRJPF,,,data/blau/blau-20170521,,player,,E. L.,E. L.,Casey,,,
,Shamokin,1925,,New York-Pennsylvania League,,data/DHJRHQK,,,data/blau/blau-20180331,,player,,Leo,,Casey,,,
,Harrisburg,1926,,New York-Pennsylvania League,,data/DHJRHQK,,,data/blau/blau-20180331,,player,,Leo,,Casey,,,
,Bradenton,1920,,Florida State League,,data/YVZSVXM,,,data/blau/blau-20170827,,player,,Webb,,Cashion,,,
,Lakeland,1921,,Florida State League,,data/YVZSVXM,,,data/blau/blau-20170827,,player,,Webb,,Cashion,,,
,Cedar Rapids,1927,,Mississippi Valley League,,data/QDSCBYG,,,data/blau/blau-20170319,,player,,Stanley,,Casper,,,
,Martinsburg,1929,,Blue Ridge League,,data/QDSCBYG,,,data/blau/blau-20170319,,player,,Stanley,,Casper,,,
,Meridian,1921,,Cotton States League,,data/YFFHZHF,,,data/blau/blau-20170521,,player,,,,Castaing,,,
,Ogden,1927,,Utah-Idaho League,,data/DDQNFMZ,,,data/blau/blau-20171030,,player,,Al,,Castelle,,,
,Charleston,1915,,South Atlantic League,,data/TMMPYXH,,P,data/morris/1915SouthAtlantic/ColumbiaRecord/16,,player,,Jack,,Cates,,,
,Charleston,1915,,South Atlantic League,,data/GFRHFRJ,,P,data/morris/1915SouthAtlantic/ColumbiaRecord/61,,player,,Jack,,Cates,,,
,Tucson,1929,,Arizona State League,,data/DHZWLZM,,,data/blau/blau-20170319,,player,,Louis,,Catina,,,
,Canton,1915,,Buckeye League,,data/YXNFHMR,,P,data/morris/1915Buckeye/CantonEveningRepository/41,,player,,Ed,,Cattcott,,,
,Savannah,1915,,South Atlantic League,,data/WQBNCYT,,,data/morris/1915SouthAtlantic/ColumbiaRecord/53,,player,,Red,,Causey,,,
,Savannah,1915,,South Atlantic League,,data/VZNQGQZ,,P,data/morris/1915SouthAtlantic/ColumbiaRecord/65,,player,,Red,,Causey,,,
,Savannah,1915,,South Atlantic League,,data/PHXXRCV,,P,data/morris/1915SouthAtlantic/ColumbiaRecord/81,,player,,,,Causey,,,
,Portsmouth,1915,,Virginia League,,data/PHXXRCV,,,data/morris/1915SouthAtlantic/ColumbiaRecord/81,,player,,,,Causey,,,
,Durham,1925,,Piedmont League,,data/HXGXYGL,,,data/blau/blau-20170219,,player,,Joe,,Caviness,,,
,Davenport,1930,,Mississippi Valley League,,data/PPFXDNL,,,data/blau/blau-20170319,,player,,Walter,,Cazen,,,
,Hagerstown/Parkersburg/Youngstown,1931,,Middle Atlantic League,,data/PPFXDNL,,,data/blau/blau-20170319,,player,,Walter,,Cazen,,,
,Rock Island,1916,,Illinois-Indiana-Iowa League,,data/WGKPNJD,,,data/blau/blau-20170122,,player,,James G.,James G.,Cerny,,,
,Laurel,1929,,Cotton States League,,data/YFNPLYN,,,data/blau/blau-20170625,,player,,,,Chalk,,,
,Columbia,1915,,South Atlantic League,,data/PYYNDST,,C,data/morris/1915SouthAtlantic/ColumbiaState/1,,player,,,,Chalker,,,
,Reading,1926,,International League,,data/FNHZSRR,,,data/blau/blau-20170416,,player,,Andy,,Chambers,,,
,Asheville,1915,,North Carolina State League,,data/BSQTFBZ,,,data/morris/1915NorthCarolinaState/AshevilleCitizenTimes/15,,player,,Dick,,Chambers,,,
,Tulsa,1928,,Western League,,data/BBRCVFV,,,data/blau/blau-20170731,,player,,Edward,,Chambers,,,
,Tulsa,1929,,Western League,,data/BBRCVFV,,,data/blau/blau-20170731,,player,,Edward,,Chambers,,,
,Memphis,1921,,Southern Association,,data/WPRPXHS,,,data/blau/blau-20170731,,player,,Johnny,,Chambers,,,
,Toledo,1926,,American Association,,data/FPZSNQQ,,,data/blau/blau-20170731,,player,,White,,Chambers,,,
,Peoria,1926,,Illinois-Indiana-Iowa League,,data/FPZSNQQ,,,data/blau/blau-20170731,,player,,White,,Chambers,,,
,Little Rock,1927,,Southern Association,,data/FPZSNQQ,,,data/blau/blau-20170731,,player,,White,,Chambers,,,
,Savannah,1927,,Southeastern League,,data/TBFDTDX,,,data/blau/blau-20170731,,player,,,,Chambers,,Whitey,
,Thomasville,1914,,Georgia State League,,data/MSBSCYM,,,data/morris/1915SouthAtlantic/ColumbiaState/180,,player,,Harry,,Champlain,,,
,Augusta,1915,,South Atlantic League,,data/MSBSCYM,,3B,data/morris/1915SouthAtlantic/ColumbiaState/180,,player,,Harry,,Champlain,,,
,Miami,1921,,Southwestern League,,data/THKQYQW,,,data/blau/blau-20170521,,player,,W. E.,W. E.,Chaney,,,
,Windsor,1912,,Border League,,data/LSLRFMK,,,data/blau/blau-20170129,,player,,DeWitt,,Chapman,,,
,Winchester,1909,,Blue Grass League,,data/LJQZRMR,,,data/blau/blau-20170122,,player,,Harry,,Chapman,,,
,Waterloo,1910,,Illinois-Indiana-Iowa League,,data/LJQZRMR,,,data/blau/blau-20170122,,player,,Harry,,Chapman,,,
,Findlay,1915,,Buckeye League,,data/KRFWRMC,,,data/morris/1915Buckeye/LimaNews/45,,manager,,Ollie,,Chapman,,,
,Brooklyn,1914,,Federal League,,data/PJMLQFX,,,data/blau/blau-20170122,,player,,Bill,,Chappelle,,,
,New Haven,1915,,Colonial League,,data/PJMLQFX,,,data/blau/blau-20170122,,player,,Bill,,Chappelle,,,
,Albany,1910,,New York State League,,data/ZLQFJHQ,,,data/blau/blau-20170122,,player,,Robert,,Chappelle,,,
,Meridian,1912,,Cotton States League,,data/ZLQFJHQ,,,data/blau/blau-20170122,,player,,Robert,,Chappelle,,,
,Columbus,1913,,Cotton States League,,data/LTYVNFG,,,data/blau/blau-20170122,,player,,,,Chappelle,,,
,Newark,1915,,Buckeye League,,data/JTMSRXP,,P,data/morris/1915Buckeye/NewarkDailyAdvocate/5,,player,,Lee,,Charles,,,
,Newark,1915,,Buckeye League,,data/JLXNQRF,,IF,data/morris/1915Buckeye/NewarkDailyAdvocate/11,,player,,Lee,,Charles,,,
,Grand Forks,1913,,Northern League,,data/TBYZTBR,,,data/blau/blau-20170319,,player,,Hal,,Chase,,,
,Lansing,1913,,Southern Michigan League,,data/NLKDTPJ,,,data/blau/blau-20170521,,player,,Hal,,Chase,,,
,Durham,1915,,North Carolina State League,,data/JDWHBVJ,,CF,data/morris/1915NorthCarolinaState/CharlotteObserver/45,,player,,,,Cheek,,,
,Augusta,1915,,South Atlantic League,,data/SSLGPGM,,,data/morris/1915SouthAtlantic/ColumbiaRecord/6,,player,,Larry,,Cheney,,,
,Augusta,1915,,South Atlantic League,,data/DGSBGYV,,P,data/morris/1915SouthAtlantic/ColumbiaRecord/9,,player,,Larry,,Cheney,,,
,Charleston,1915,,South Atlantic League,,data/HGVKYLR,,P,data/morris/1915SouthAtlantic/ColumbiaRecord/45,,player,,Larry,,Cheney,,,
,Savannah,1915,,South Atlantic League,,data/SSLGPGM,,,data/morris/1915SouthAtlantic/ColumbiaRecord/6,,player,,Larry,,Cheney,,,
,Savannah,1915,,South Atlantic League,,data/DGSBGYV,,,data/morris/1915SouthAtlantic/ColumbiaRecord/9,,player,,Larry,,Cheney,,,
,Durham,1925,,Piedmont League,,data/BQRDRCW,,,data/blau/blau-20170219,,player,,Bud,,Cherry,,,
,Beckley,1932,,Middle Atlantic States League,,data/XCPQSLL,,,data/blau/blau-20161225,,player,,Dick,,Cherry,,,
,Springfield,1929,,Eastern League,,data/KXGYCPD,,,data/blau/blau-20171030,,player,,Earl,,Chesbro,,,
,Canton,1930,,Central League,,data/KXGYCPD,,,data/blau/blau-20171030,,player,,Earl,,Chesbro,,,
,Zanesville,1933,,Middle Atlantic League,,data/SBKLQDK,,,data/blau/blau-20170205,,player,,George,,Chestnut,,,
,Lethbridge,1910,,Western Canada League,,data/DRYFDWT,,,data/blau/blau-20170731,,player,,Fred,,Chick,,,
,Calgary,1911,,Western Canada League,,data/DRYFDWT,,,data/blau/blau-20170731,,player,,Fred,,Chick,,,
,Charleston,1887,,Southern League,,data/ZLYCWZP,,,data/blau/blau-20170115,,player,,Robert,,Childs,,,
,Kingsport,1925,,Appalachian League,,data/GTQCHYQ,,,data/blau/blau-20170731,,player,,,,Childs,,,
,Oklahoma City,1932,,Western League,,data/MJBYSXC,,,data/blau/blau-20171030,,player,,Herman,Herman,Cholcher,,,
,Springfield,1923,,Eastern League,,data/NNDFTWG,,,data/blau/blau-20170122,,player,,Walter,,Cholewa,,,
,Hartford,1915,,Colonial League,,data/QDMFNSP,,,data/blau/blau-20170122,,player,,Felix,,Chouinard,,,
,Brooklyn,1915,,Federal League,,data/QDMFNSP,,,data/blau/blau-20170122,,player,,Felix,,Chouinard,,,
,Charlotte,1915,,North Carolina State League,,data/DGQQLLJ,,2B,data/morris/1915NorthCarolinaState/CharlotteNews/4,,player,,,,Christenbury,,,
,Joplin,1921,,Western League,,data/DTZCTCN,,,data/blau/blau-20170319,,player,,Cuckoo,,Christensen,,,
,St. Paul,1922,,American Association,,data/DTZCTCN,,,data/blau/blau-20170319,,player,,Cuckoo,,Christensen,,,
,Winston-Salem,1926,,Piedmont League,,data/ZCWWXBT,,,data/blau/blau-20170319,,player,,Walter,,Christensen,,,
,Winston-Salem,1926,,Piedmont League,,data/ZCWWXBT,,,data/blau/blau-20170319,,manager,,Walter,,Christensen,,,
,Wilson,1926,,Virginia League,,data/ZCWWXBT,,,data/blau/blau-20170319,,player,,Walter,,Christensen,,,
,Lincoln,1925,,Western League,,data/WCXRBHW,,,data/blau/blau-20180331,,player,,Jimmy,,Christian,,,
,Victoria,1920,,Pacific Coast International League,,data/JNZTZSD,,,data/blau/blau-20170625,,player,,Jimmy,,Church,,,
,Cedar Rapids,1922,,Mississippi Valley League,,data/JNZTZSD,,,data/blau/blau-20170625,,player,,Jimmy,,Church,,,
,Tacoma,1912,,Northwestern League,,data/SYWJPCV,,,data/blau/blau-20170122,,player,,B.,,Churchill,,,
,Tacoma,1913,,Northwestern League,,data/SYWJPCV,,,data/blau/blau-20170122,,player,,B.,,Churchill,,,
,Easton,1927,,Eastern Shore League,,data/MPGNRTF,,,data/blau/blau-20170319,,player,,Joe,,Cicero,,,
,Salem,1928,,New England League,,data/MPGNRTF,,,data/blau/blau-20170319,,player,,Joe,,Cicero,,,
,Boston,1929,,American League,,data/MPGNRTF,,,data/blau/blau-20170319,,player,,Joe,,Cicero,,,
,Bloomington,1931,,Illinois-Indiana-Iowa League,,data/MPGNRTF,,,data/blau/blau-20170319,,player,,Joe,,Cicero,,,
,Meridian,1925,,Cotton States League,,data/MRRXZXW,,,data/blau/blau-20170521,,player,,Mike,,Ciresi,,,
,West Palm Beach,1928,,Florida State League,,data/MRRXZXW,,,data/blau/blau-20170521,,player,,Mike,,Ciresi,,,
,Tucson,1915,,Rio Grande Association,,data/VKBKDCZ,,P,data/morris/1915RioGrandeValley/ElPasoHerald/126,,player,,Hal,,Claflin,,,
,Hastings,1910,,Nebraska State League,,data/WKQXXZX,,,data/blau/blau-20170122,,player,,Clint,,Claire,,Clink,
,Kearney,1910,,Nebraska State League,,data/WKQXXZX,,,data/blau/blau-20170122,,player,,Clint,,Claire,,Clink,
,Kearney,1911,,Nebraska State League,,data/WKQXXZX,,,data/blau/blau-20170122,,player,,Clint,,Claire,,Clink,
,Nebraska City,1912,,Minnesota-Iowa-Nebraska-Kansas League,,data/WKQXXZX,,,data/blau/blau-20170122,,manager,,Clint,,Claire,,Clink,
,Grand Island,1914,,Nebraska State League,,data/WKQXXZX,,,data/blau/blau-20170122,,manager,,Clint,,Claire,,Clink,
,Grand Island,1915,,Nebraska State League,,data/WKQXXZX,,,data/blau/blau-20170122,,manager,,Clint,,Claire,,Clink,
,Wichita/Pueblo,1911,,Western League,,data/DVSNGYT,,,data/blau/blau-20170122,,player,,Danny,,Claire,,,
,Des Moines,1912,,Western League,,data/DVSNGYT,,,data/blau/blau-20170122,,player,,Danny,,Claire,,,
,Detroit,1920,,American League,,data/VSLTCGL,,,data/blau/blau-20170319,,player,,Davey,,Claire,,,
,Hamilton,1921,,Michigan-Ontario League,,data/VSLTCGL,,,data/blau/blau-20170319,,player,,Davey,,Claire,,,
,Lynn,1927,,New England League,,data/LJWTKQV,,,data/blau/blau-20170319,,player,,Bill,,Clancy,,,
,Nashua,1927,,New England League,,data/LJWTKQV,,,data/blau/blau-20170319,,player,,Bill,,Clancy,,,
,Haverhill,1928,,New England League,,data/LJWTKQV,,,data/blau/blau-20170319,,player,,Bill,,Clancy,,,
,New Bedford,1929,,New England League,,data/LJWTKQV,,,data/blau/blau-20170319,,player,,Bill,,Clancy,,,
,Salem,1930,,New England League,,data/LJWTKQV,,,data/blau/blau-20170319,,player,,Bill,,Clancy,,,
,Monroe,1928,,Cotton States League,,data/TCDBQVG,,,data/blau/blau-20170319,,player,,John,,Clancy,,,
,Evansville,1929,,Illinois-Indiana-Iowa League,,data/TCDBQVG,,,data/blau/blau-20170319,,player,,John,,Clancy,,,
,Macon,1924,,South Atlantic League,,data/VCBMRNT,,,data/blau/blau-20170319,,player,,Mike,,Clancy,,,
,Laurens,1925,,Carolina League,,data/VCBMRNT,,,data/blau/blau-20170319,,player,,Mike,,Clancy,,,
,Asheville,1925,,South Atlantic League,,data/VCBMRNT,,,data/blau/blau-20170319,,player,,Mike,,Clancy,,,
,Macon,1925,,South Atlantic League,,data/VCBMRNT,,,data/blau/blau-20170319,,player,,Mike,,Clancy,,,
,Wilkes-Barre,1930,,Eastern League,,data/TLPTMWR,,,data/blau/blau-20170319,,player,,Tom,,Clancy,,,
,Cumberland,1930,,Middle Atlantic League,,data/TLPTMWR,,,data/blau/blau-20170319,,player,,Tom,,Clancy,,,
,Hazleton,1930,,New York-Pennsylvania League,,data/TLPTMWR,,,data/blau/blau-20170319,,player,,Tom,,Clancy,,,
,Columbia,1910,,South Atlantic League,,data/CBVJKBP,,p,data/morris/1915SouthAtlantic/ColumbiaState/270,,player,,Bill,J. Langdon,Clark,,,
,Columbia,1911,,South Atlantic League,,data/CBVJKBP,,,data/morris/1915SouthAtlantic/ColumbiaState/270,,manager,,Bill,J. Langdon,Clark,,,
,Columbia,1912,,South Atlantic League,,data/CBVJKBP,,,data/morris/1915SouthAtlantic/ColumbiaState/270,,manager,,Bill,J. Langdon,Clark,,,
,Lowell/Lewiston-Auburn,1919,,New England League,,data/FCJJFSJ,,,data/blau/blau-20170122,,player,,Bob,,Clark,,,
,Milwaukee,1922,,American Association,,data/FCJJFSJ,,,data/blau/blau-20170122,,player,,Bob,,Clark,,,
,Tulsa,1923,,Western League,,data/FCJJFSJ,,,data/blau/blau-20170122,,player,,Bob,,Clark,,,
,Chicago,1902,,National League,,data/YCCVNZF,,,data/blau/blau-20170122,,player,,Dad,,Clark,,,
,Ogden,1902,,Utah State League,,data/YCCVNZF,,,data/blau/blau-20170122,,player,,Dad,,Clark,,,
,Akron,1915,,Buckeye League,,data/JHZHCDN,,2B,data/morris/1915Buckeye/CantonEveningRepository/53,,player,,Dad,,Clark,,,
,Akron,1915,,Buckeye League,,data/BCCMNVC,,,data/morris/1915Buckeye/AkronEveningTimes/4,,player,,Dug,,Clark,,,
,Bartlesville,1932,,Western Association,,data/GVDDWSH,,,data/blau/blau-20170319,,player,,Ed,,Clark,,,
,Topeka,1933,,Western League,,data/GVDDWSH,,,data/blau/blau-20170319,,player,,Ed,,Clark,,,
,Topeka,1933,,Western League,,data/MXHRVYY,,,data/blau/blau-20170319,,player,,Edwin,,Clark,,,
,Altoona,1910,,Tri-State League,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,St. Louis,1911,,National League,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,Altoona,1911,,Tri-State League,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,Johnstown,1911,,Tri-State League,,data/VSBTCXB,,,data/blau/blau-20170319,,player,,Jimmy,,Clark,,,
,Mobile,1912,,Southern Association,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,San Antonio,1912,,Texas League,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,York,1912,,Tri-State League,,data/VSBTCXB,,,data/blau/blau-20170319,,player,,Jimmy,,Clark,,,
,Mobile,1913,,Southern Association,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,Trenton,1913,,Tri-State League,,data/VSBTCXB,,,data/blau/blau-20170319,,player,,Jimmy,,Clark,,,
,Beaumont,1914,,Texas League,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,San Antonio,1914,,Texas League,,data/HLGWTKZ,,,data/blau/blau-20170319,,player,,Jimmy,William James,Clark,,Ginger,
,Vancouver,1912,,Northwestern League,,data/MXZSQVC,,,data/blau/blau-20180331,,player,,Matt,,Clark,,,
,Lima,1915,,Buckeye League,,data/WSMNKRG,,P,data/morris/1915Buckeye/LimaNews/37,,player,,Ray,,Clark,,,
,Evansville,1915,,Central League,,data/WSMNKRG,,P,data/morris/1915Buckeye/LimaNews/37,,player,,Ray,,Clark,,,
,Springfield,1914,,Central League,,data/NFLTXNR,,,data/blau/blau-20180331,,player,,Roy,,Clark,,,
,Akron,1915,,Buckeye League,,data/LQWDKFP,,,data/morris/1915Buckeye/LimaNews/60,,player,,W.,,Clark,,,
,Canton,1915,,Buckeye League,,data/LQWDKFP,,,data/morris/1915Buckeye/LimaNews/60,,player,,W.,,Clark,,,
,Newark,1915,,Buckeye League,,data/XBHSTXC,,OF,data/morris/1915Buckeye/NewarkDailyAdvocate/6,,player,,Fred,,Clarke,,,
,Mobile,1911,,Southern Association,,data/MMQSMDD,,,data/blau/blau-20170122,,player,,Jefferson,,Clarke,,,
,Waynesboro,1922,,Blue Ridge League,,data/SJFRFVT,,,data/blau/blau-20170827,,player,,Lefty,,Clarke,,,
,Petersburg,1923,,Virginia League,,data/SJFRFVT,,,data/blau/blau-20170827,,player,,Lefty,,Clarke,,,
,Augusta,1922,,South Atlantic League,,data/VYJLZCH,,,data/blau/blau-20170122,,player,,Rufe,,Clarke,,,
,Detroit,1923,,American League,,data/VYJLZCH,,,data/blau/blau-20170122,,player,,Rufe,,Clarke,,,
,Augusta,1923,,South Atlantic League,,data/VYJLZCH,,,data/blau/blau-20170122,,player,,Rufe,,Clarke,,,
,Superior,1910,,Nebraska State League,,data/NJMGMPN,,,data/blau/blau-20170319,,player,,Talt,,Clarke,,,
,Fremont,1913,,Nebraska State League,,data/NJMGMPN,,,data/blau/blau-20170319,,player,,Talt,,Clarke,,,
,Petersburg,1919,,Virginia League,,data/DVYCRBC,,,data/blau/blau-20161225,,player,,,,Clarke,,,
,Bridgeport,1923,,Eastern League,,data/KPQGVMC,,,data/blau/blau-20170122,,player,,Bob,,Clary,,,
,Bridgeport,1925,,Eastern League,,data/KPQGVMC,,,data/blau/blau-20170122,,player,,Bob,,Clary,,,
,Clovis,1922,,West Texas League,,data/RRVZCSF,,,data/blau/blau-20170319,,player,,Bobbie,,Clary,,,
,Clovis,1923,,Panhandle-Pecos Valley League,,data/RRVZCSF,,,data/blau/blau-20170319,,player,,Bobbie,,Clary,,,
,Bridgeport,1923,,Eastern League,,data/FWPBPLS,,,data/blau/blau-20170319,,player,,James,,Clary,,Long Jim,
,Reading,1924,,International League,,data/FWPBPLS,,,data/blau/blau-20170319,,player,,James,,Clary,,Long Jim,
,McPherson,1909,,Kansas State League,,data/QSWMBZY,,,data/blau/blau-20170122,,player,,Andrew,,Clausen,,,
,Superior,1910,,Minnesota-Wisconsin League,,data/QSWMBZY,,,data/blau/blau-20170122,,player,,Andrew,,Clausen,,,
,Morristown,1914,,Appalachian League,,data/WWHCXWT,,,data/blau/blau-20171001,,player,,Earl,,Clauser,,,
,Reading,1914,,Tri-State League,,data/WWHCXWT,,,data/blau/blau-20171001,,player,,Earl,,Clauser,,,
,Paris,1924,,West Arkansas League,,data/SXDBRXM,,,data/blau/blau-20170319,,player,,Dewey,,Clayton,,,
,Durham,1920,,Piedmont League,,data/RQKRLQD,,,data/blau/blau-20161225,,player,,Schley,,Clayton,,,
,Fort Smith,1921,,Western Association,,data/RQKRLQD,,,data/blau/blau-20161225,,player,,Schley,,Clayton,,,
,Clarksdale,1922,,Cotton States League,,data/RQKRLQD,,,data/blau/blau-20161225,,player,,Schley,,Clayton,,,
,Okmulgee,1923,,Western Association,,data/LVKMPCV,,,data/blau/blau-20170319,,player,,Schley,,Clayton,,Happy,
,Augusta,1924,,South Atlantic League,,data/LVKMPCV,,,data/blau/blau-20170319,,player,,Schley,,Clayton,,Happy,
