caliber,club,date,height,league,meta,person,place,position,source,throws,type,weight,first,given,last,matrilineal,nick,suffix
,High Point,1931,,Piedmont League,,data/HZJZSRY,,,data/blau/blau-20170319,,player,,Howard,,Bryan,,,
,High Point,1932,,Piedmont League,,data/HZJZSRY,,,data/blau/blau-20170319,,player,,Howard,,Bryan,,,
,Owensboro,1913,,Kentucky-Illinois-Tennessee League,,data/MFPCBBS,,,data/morris/General/1914OwensboroMessengerInquirer/11,,player,,,,Budke,,,
,Ownesboro,1914,,Kentucky-Illinois-Tennessee League,,data/MFPCBBS,,cf,data/morris/General/1914OwensboroMessengerInquirer/11,,player,,,,Budke,,,
,Kankakee,1914,,Illinois-Missouri League,,data/HVVWWVV,,,data/blau/blau-20180331,,player,,M.,,Buerglin,,,
,Port Huron-Sarnia,1922,,Michigan-Ontario League,,data/LJXGKYY,,,data/blau/blau-20161218,,player,,Volney,,Bullard,,Doc,
,Asheville,1915,,North Carolina State League,,data/YQZVSZP,,1B,data/morris/1915NorthCarolinaState/AshevilleCitizenTimes/8,,player,,Al,,Bumb,,,
,Syracuse,1923,,International League,,data/WCCPZSH,,,data/blau/blau-20170625,,player,,Homer,,Burch,,,
,Fort Smith,1924,,Western Association,,data/WCCPZSH,,,data/blau/blau-20170625,,player,,Homer,,Burch,,,
,Independence,1925,,Western Association,,data/WCCPZSH,,,data/blau/blau-20170625,,player,,Homer,,Burch,,,
,Monmouth,1912,,Central Association,,data/NFLNLSN,,,data/blau/blau-20170129,,player,,William O.,William O.,Burch,,Billy,
,New Haven,1913,,Eastern Association,,data/NFLNLSN,,,data/blau/blau-20170129,,player,,William O.,William O.,Burch,,Billy,
,Columbus,1911,,American Association,,data/KRBNCFL,,,data/blau/blau-20170319,,player,,Charles,,Burden,,,
,Winchester,1911,,Blue Grass League,,data/KRBNCFL,,,data/blau/blau-20170319,,player,,Charles,,Burden,,,
,Marion/Ironton,1912,,Ohio State League,,data/KRBNCFL,,,data/blau/blau-20170319,,player,,Charles,,Burden,,,
,Huntington,1931,,Middle Atlantic League,,data/KWVXNPV,,,data/blau/blau-20171030,,player,,George,,Burdine,,,
,Joplin,1917,,Western League,,data/BQLCDSD,,,data/blau/blau-20170129,,player,,Joe,,Burg,,,
,Omaha,1917,,Western League,,data/BQLCDSD,,,data/blau/blau-20170129,,player,,Joe,,Burg,,,
,Burlington,1914,,Central Association,,data/HQSKQMJ,,,data/blau/blau-20180331,,player,,,,Burg,,Slim,
,Clinton,1914,,Central Association,,data/HQSKQMJ,,,data/blau/blau-20180331,,player,,,,Burg,,Slim,
,Monmouth,1912,,Central Association,,data/SKQJTDS,,,data/blau/blau-20170129,,player,,Wallace,,Burge,,Slim,
,Winston-Salem,1915,,North Carolina State League,,data/SFWNQTS,,P,data/morris/1915NorthCarolinaState/TwinCityDailySentinel/28,,player,,,,Burge,,,
,Rocky Mount,1915,,Virgnia League,,data/SFWNQTS,,P,data/morris/1915NorthCarolinaState/TwinCityDailySentinel/28,,player,,,,Burge,,,
,Dayton,1934,,Middle Atlantic League,,data/RLQFFCS,,,data/blau/blau-20170416,,player,,Larry,,Burger,,,
,Springfield,1934,,Middle Atlantic League,,data/RLQFFCS,,,data/blau/blau-20170416,,player,,Larry,,Burger,,,
,Augusta,1914,,South Atlantic League,,data/GMGNLQW,,,data/morris/1915SouthAtlantic/ColumbiaState/185,,player,,Grady,,Burgess,,,
,Augusta,1915,,South Atlantic League,,data/GMGNLQW,,RF,data/morris/1915SouthAtlantic/ColumbiaState/185,,player,,Grady,,Burgess,,,
,Bay City,1909,,Southern Michigan League,,data/JQDQCVM,,,data/blau/blau-20170129,,player,,Roy,,Burgess,,,
,Bay City,1910,,Southern Michigan League,,data/JQDQCVM,,,data/blau/blau-20170129,,player,,Roy,,Burgess,,,
,Albany,1915,,South Atlantic League,,data/WMVXZZB,,RF,data/morris/1915SouthAtlantic/ColumbiaState/253,,player,,,,Burgess,,,
,Albany,1915,,South Atlantic League,,data/VZQLCWD,,,data/morris/1915SouthAtlantic/ColumbiaState/274,,player,,,,Burgess,,,
,Savannah,1915,,South Atlantic League,,data/VZQLCWD,,,data/morris/1915SouthAtlantic/ColumbiaState/274,,player,,,,Burgess,,,
,Springfield,1913,,Illinois-Indiana-Iowa League,,data/PZMFLNT,,,data/blau/blau-20180331,,player,,Ted,,Burgwald,,,
,Burlington,1914,,Central Association,,data/PZMFLNT,,,data/blau/blau-20180331,,player,,Ted,,Burgwald,,,
,Marshalltown,1914,,Central Association,,data/PZMFLNT,,,data/blau/blau-20180331,,player,,Ted,,Burgwald,,,
,Manistee,1914,,Michigan State League,,data/PZMFLNT,,,data/blau/blau-20180331,,player,,Ted,,Burgwald,,,
,Appleton,1914,,Wisconsin-Illinois League,,data/QHFHQDT,,,data/blau/blau-20170129,,player,,Tony,,Burgwald,,,
,Duluth,1915,,Northern League,,data/QHFHQDT,,,data/blau/blau-20170129,,player,,Tony,,Burgwald,,,
,Winnipeg,1915,,Northern League,,data/QHFHQDT,,,data/blau/blau-20170129,,player,,Tony,,Burgwald,,,
,Springfield,1913,,Eastern Association,,data/FDVVNBQ,,,data/blau/blau-20180331,,player,,Billy,,Burke,,,
,Springfield,1914,,Eastern Association,,data/FDVVNBQ,,,data/blau/blau-20180331,,player,,Billy,,Burke,,,
,Lawrence,1914,,New England League,,data/FDVVNBQ,,,data/blau/blau-20180331,,player,,Billy,,Burke,,,
,Regina,1921,,Western Canada League,,data/VSJVBNL,,,data/blau/blau-20170108,,player,,E.,,Burke,,,
,Tacoma,1922,,Western International League,,data/VSJVBNL,,,data/blau/blau-20170108,,player,,E.,,Burke,,,
,Harrisburg,1928,,New York-Pennsylvania League,,data/RYFLKBT,,,data/blau/blau-20170319,,player,,Eddie,Edward,Burke,,,
,Harrisburg,1929,,New York-Pennsylvania League,,data/RYFLKBT,,,data/blau/blau-20170319,,player,,Eddie,Edward,Burke,,,
,Portland,1921,,Pacific Coast League,,data/XRCVNPF,,,data/blau/blau-20161225,,player,,Edmund,,Burke,,,
,Regina,1921,,Western Canada League,,data/XRCVNPF,,,data/blau/blau-20161225,,player,,Edmund,,Burke,,,
,Charlotte,1919,,South Atlantic League,,data/RCNXNMM,,,data/blau/blau-20170319,,manager,,Ernie,,Burke,,,
,Sarasota,1927,,Florida State League,,data/RCNXNMM,,,data/blau/blau-20170319,,player,,Ernie,,Burke,,,
,Sarasota,1927,,Florida State League,,data/RCNXNMM,,,data/blau/blau-20170319,,manager,,Ernie,,Burke,,,
,West Palm Beach,1928,,Florida State League,,data/QWSDXPR,,,data/blau/blau-20170521,,manager,,Ernie,,Burke,,,
,Martinsburg,1927,,Blue Ridge League,,data/HBPXMLC,,,data/blau/blau-20171001,,player,,Frank,,Burke,,,
,Syracuse,1928,,New York-Pennsylvania League,,data/HBPXMLC,,,data/blau/blau-20171001,,player,,Frank,,Burke,,,
,Columbus,1916,,South Atlantic League,,data/KVVTGNW,,,data/blau/blau-20170129,,player,,J. M.,J. M.,Burke,,,
,Quincy,1930,,Illinois-Indiana-Iowa League,,data/MJCMYPJ,,,data/blau/blau-20170219,,player,,James,,Burke,,,
,Nashville,1921,,Southern Association,,data/HKQKRVW,,,data/blau/blau-20170319,,player,,Mike,,Burke,,,
,Nashville,1922,,Southern Association,,data/HKQKRVW,,,data/blau/blau-20170319,,player,,Mike,,Burke,,,
,Selma,1914,,Georgia-Alabama League,,data/VVPQXHR,,,data/blau/blau-20180331,,player,,Pat,,Burke,,,
,Lynn,1909,,New England League,,data/GGVLVWH,,,data/blau/blau-20170129,,player,,William,,Burke,,,
,Boston,1910,,National League,,data/GGVLVWH,,,data/blau/blau-20170129,,player,,William,,Burke,,,
,Chattanooga,1915,,Southern Association,,data/NCCGRVY,,,data/blau/blau-20170129,,player,,,,Burke,,,
,Norfolk,1921,,Virginia League,,data/RSHXYVR,,,data/blau/blau-20170319,,player,,,,Burke,,,
,Norfolk,1922,,Virginia League,,data/RSHXYVR,,,data/blau/blau-20170319,,player,,,,Burke,,,
,Fort Worth,1910,,Texas League,,data/FWGRMWX,,,data/blau/blau-20170129,,player,,Alf,Walter,Burleson,,,
,Mobile,1911,,Southern Association,,data/FWGRMWX,,,data/blau/blau-20170129,,player,,Alf,Walter,Burleson,,,
,Mobile,1912,,Southern Association,,data/FWGRMWX,,,data/blau/blau-20170129,,player,,Alf,Walter,Burleson,,,
,Rome,1915,,Georgia-Alabama League,,data/FWGRMWX,,,data/blau/blau-20170129,,player,,Alf,Walter,Burleson,,,
,Waxahachie,1914,,Central Texas League,,data/CQCDFVN,,,data/blau/blau-20170129,,player,,Luther,,Burleson,,,
,Temple,1915,,Middle Texas League,,data/CQCDFVN,,,data/blau/blau-20170129,,player,,Luther,,Burleson,,,
,Jacksonville,1914,,South Atlantic League,,data/SNGJRCN,,P,data/morris/1915SouthAtlantic/ColumbiaState/150,,player,,,,Burmeister,,,
,Jacksonville,1915,,South Atlantic League,,data/SNGJRCN,,P,data/morris/1915SouthAtlantic/ColumbiaState/150,,player,,,,Burmeister,,,
,Tulsa,1928,,Western League,,data/VSQDMFS,,,data/blau/blau-20170731,,player,,Fred,,Burnett,,,
,Salina,1914,,Kansas State League,,data/XRKCXLT,,,data/blau/blau-20180331,,player,,,,Burnett,,Buster,
,Natchez,1904,,Cotton States League,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Canton,1904,,Delta League,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Atlanta,1905,,Southern Association,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Atlanta,1906,,Southern Association,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Galveston,1907,,Texas League,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Webb City,1908,,Western Association,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Des Moines,1909,,Western League,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Topeka,1909,,Western League,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Green Bay,1914,,Wisconsin-Illinois League,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Dubuque/Freeport,1915,,Illinois-Indiana-Iowa League,,data/DVSMBRN,,,data/blau/blau-20170129,,player,,Fred,,Burnham,,,
,Springfield,1909,,Illinois-Indiana-Iowa League,,data/BKRCDDS,,,data/blau/blau-20171223,,player,,Albert,,Burns,,,
,Rockford,1920,,Illinois-Indiana-Iowa League,,data/HDFBTQZ,,,data/blau/blau-20161225,,player,,Dennis,,Burns,,,
,Joplin,1920,,Western League,,data/HDFBTQZ,,,data/blau/blau-20161225,,player,,Dennis,,Burns,,,
,Bridgeport,1913,,Eastern Association,,data/YDPFKSX,,,data/blau/blau-20170219,,player,,Eddie,,Burns,,,
,Poughkeepsie,1913,,New York-New Jersey League,,data/WQNMWLK,,,data/blau/blau-20180331,,player,,Jay,,Burns,,,
,Poughkeepsie,1914,,Atlantic League,,data/WQNMWLK,,,data/blau/blau-20180331,,player,,Jay,,Burns,,,
,West Palm Beach,1928,,Florida State League,,data/KHRKRNB,,,data/blau/blau-20170219,,player,,Jimmie,,Burns,,,
,Troy/Harrisburg,1916,,New York State League,,data/MRKBQNK,,,data/blau/blau-20170129,,player,,Ray,,Burns,,,
,West Palm Beach,1928,,Florida State League,,data/JNWNHHC,,,data/blau/blau-20170521,,player,,,,Burns,,,
,Kitchener,1922,,Michigan-Ontario League,,data/MXDZFTF,,,data/blau/blau-20171030,,player,,Carl,,Burrell,,,
,Brantford,1911,,Canadian League,,data/SPHKDCF,,,data/blau/blau-20170129,,player,,Ralph,,Burrill,,,
,Brantford,1912,,Canadian League,,data/SPHKDCF,,,data/blau/blau-20170129,,player,,Ralph,,Burrill,,,
,New Britain,1914,,Eastern Association,,data/RSWSVSV,,,data/blau/blau-20180331,,player,,Clyde,,Burroughs,,,
,Yazoo City,1910,,Cotton States League,,data/NHXLDQV,,,data/blau/blau-20170129,,player,,J.,James B.,Burton,,,
,Cedar Rapids,1915,,Central Association,,data/GLSBKTX,,,data/blau/blau-20170129,,player,,Eddie,,Busch,,,
,Wilmington,1911,,Tri-State League,,data/ZKDKKLX,,,data/blau/blau-20170122,,player,,Phillip,,Buscher,,,
,Erie,1913,,Interstate League,,data/ZKDKKLX,,,data/blau/blau-20170122,,player,,Phillip,,Buscher,,,
,Peoria,1920,,Illinois-Indiana-Iowa League,,data/SSRGBSC,,,data/blau/blau-20161225,,player,,Henry,,Buser,,,
,Springfield,1921,,Western Association,,data/SSRGBSC,,,data/blau/blau-20161225,,player,,Henry,,Buser,,,
,Indianapolis,1944,,American Association,,data/HCTHZRW,,,data/blau/blau-20170122,,manager,,Donie,,Bush,,,
,New Haven,1932,,Eastern League,,data/MTPJYDN,,,data/blau/blau-20170416,,player,,,,Bushman,,,
,Newark,1915,,Buckeye League,,data/RLFSFMZ,,C,data/morris/1915Buckeye/NewarkDailyAdvocate/30,,player,,John,,Butler,,,
,Stockton,1913,,California League,,data/GYXDVNS,,,data/blau/blau-20170122,,player,,Kid,,Butler,,,
,Kansas City,1922,,American Association,,data/WTZZBHG,,,data/blau/blau-20170521,,player,,Terrell,,Butler,,,
,Independence,1922,,Southwestern League,,data/WTZZBHG,,,data/blau/blau-20170521,,player,,Terrell,,Butler,,,
,Daytona Beach,1928,,Florida State League,,data/ZNLDLXT,,,data/blau/blau-20170219,,player,,,,Butler,,Lefty,
,West Palm Beach,1928,,Florida State League,,data/ZNLDLXT,,,data/blau/blau-20170219,,player,,,,Butler,,Lefty,
,Raleigh,1913,,North Carolina State League,,data/WPPJJPC,,,data/blau/blau-20170115,,player,,Warren,,Butts,,,
,Akron,1915,,Buckeye League,,data/TXHJCQQ,,,data/morris/1915Buckeye/AkronEveningTimes/5,,player,,Bernie,,Byatt,,,
,Akron,1915,,Buckeye League,,data/QVNNQZQ,,,data/morris/1915Buckeye/LimaNews/53,,player,,Bernie,,Byatt,,,
,Akron,1915,,Buckeye League,,data/VHDBSCS,,,data/morris/1915Buckeye/LimaNews/58,,player,,,,Byatt,,,
,Canton,1915,,Buckeye League,,data/VHDBSCS,,,data/morris/1915Buckeye/LimaNews/58,,player,,,,Byatt,,,
,Sioux Falls,1922,,Dakota League,,data/JMZLKMS,,,data/blau/blau-20170625,,player,,,,Bye,,Lefty,
,Sioux Falls,1923,,South Dakota League,,data/JMZLKMS,,,data/blau/blau-20170625,,player,,,,Bye,,Lefty,
,La Crosse,1910,,Minnesota-Wisconsin League,,data/JJDNXJW,,,data/blau/blau-20170122,,player,,Will,,Byers,,,
,Mineral Wells,1920,,West Texas League,,data/BHCRZDL,,,data/blau/blau-20170319,,player,,William,,Byers,,,
,Fort Worth,1921,,Texas League,,data/BHCRZDL,,,data/blau/blau-20170319,,player,,William,,Byers,,,
,San Angelo,1921,,West Texas League,,data/BHCRZDL,,,data/blau/blau-20170319,,player,,William,,Byers,,,
,Harrisburg,1925,,New York-Pennsylvania League,,data/GGRQKRS,,,data/blau/blau-20170319,,player,,William,,Byers,,,
,Shamokin,1925,,New York-Pennsylvania League,,data/GGRQKRS,,,data/blau/blau-20170319,,player,,William,,Byers,,,
,Helena,1912,,Union Association,,data/TCFQYFB,,,data/blau/blau-20170122,,player,,Dave,David,Byrd,,,
,Petersburg,1920,,Virginia League,,data/WPYTRVG,,,data/blau/blau-20161225,,player,,J.,,Byrd,,,
,Paragould,1940,,Northeast Arkansas League,,data/QDZWNDW,,,data/blau/blau-20170122,,player,,Bernie,,Byrne,,,
,Laurel,1929,,Cotton States League,,data/PLSYYHZ,,,data/blau/blau-20170625,,player,,,,Bysco,,,
,Tacoma,1921,,Pacific Coast International League,,data/RNCSFWY,,,data/blau/blau-20161218,,player,,Hal,Harold,Cable,,,
,Hornell,1914,,Interstate League,,data/CVVVZLB,,,data/blau/blau-20180331,,player,,Thomas,,Cadigan,,,
,Boston,1917,,American League,,data/RFJMPHQ,,,data/blau/blau-20170205,,player,,Hick,,Cady,,,
,Joplin,1921,,Western League,,data/RFJMPHQ,,,data/blau/blau-20170205,,player,,Hick,,Cady,,,
,Chattanooga,1915,,Southern Association,,data/YFDSWVG,,,data/morris/1915SouthAtlantic/ColumbiaRecord/90,,player,,Emmet,,Cain,,,
,Asheville,1912,,Appalachian League,,data/RSHJCZQ,,,data/blau/blau-20170625,,player,,J. J.,J. J.,Calahan,,,
,New Orleans,1924,,Southern Association,,data/HLFVJBW,,,data/blau/blau-20170521,,player,,Eugene,,Caldera,,,
,Salina,1914,,Kansas State League,,data/SNDXVLH,,,data/blau/blau-20180331,,player,,Clark,,Caldwell,,,
,Canton,1929,,Central League,,data/ZXQLSNC,,,data/blau/blau-20170416,,player,,W. N.,W. N.,Caldwell,,,
,Beatrice,1932,,Nebraska State League,,data/PHQHDKH,,,data/blau/blau-20170319,,player,,Jim,,Calhoun,,,
,Beatrice,1933,,Nebraska State League,,data/PHQHDKH,,,data/blau/blau-20170319,,player,,Jim,,Calhoun,,,
,Waterbury,1911,,Connecticut State League,,data/YXSJLFF,,,data/blau/blau-20170122,,player,,George,George J.,Callahan,,Bugs,
,Ottawa,1912,,Canadian League,,data/HFFLHMT,,,data/blau/blau-20180331,,player,,Mick,,Callahan,,,
,Rock Island,1914,,Central Association,,data/HFFLHMT,,,data/blau/blau-20180331,,player,,Mick,,Callahan,,,
,Wheeling,1916,,Central League,,data/YSLTLXH,,,data/blau/blau-20170122,,player,,Wese,,Callahan,,,
,South Bend,1917,,Central League,,data/YSLTLXH,,,data/blau/blau-20170122,,player,,Wese,,Callahan,,,
,Tucson,1915,,Rio Grande Association,,data/DWKGDYR,,C,data/morris/1915RioGrandeValley/ArizonaDailyStar/3,,player,,Buster,,Callan,,,
,Tucson,1915,,Rio Grande Association,,data/SLSHMVK,,C,data/morris/1915RioGrandeValley/ElPasoHerald/46,,player,,Buster,,Callan,,,
,Tuscon,1915,,Rio Grande Association,,data/JLTHNMW,,,data/blau/blau-20170122,,player,,Buster,F. B.,Callan,,,
,New Orleans,1915,,Southern Association,,data/JLTHNMW,,,data/blau/blau-20170122,,player,,Buster,F. B.,Callan,,,
,Oakland,1916,,Pacific Coast League,,data/JLTHNMW,,,data/blau/blau-20170122,,player,,Buster,F. B.,Callan,,,
,Wilkes-Barre,1917,,New York State League,,data/MCQJBXC,,,data/blau/blau-20170122,,player,,E. D.,E. D.,Calvin,,,
,Savannah,1915,,South Atlantic League,,data/CCHGGJB,,P,data/morris/1915SouthAtlantic/ColumbiaState/302,,player,,Harry,,Camnitz,,,
,Bradenton,1923,,Florida State League,,data/JNPPPHW,,,data/blau/blau-20170731,,player,,Jimmy,,Camp,,,
,Orlando,1924,,Florida State League,,data/JNPPPHW,,,data/blau/blau-20170731,,player,,Jimmy,,Camp,,,
,Nashua,1948,,New England League,,data/VHMQGWH,,,data/blau/blau-20170122,,manager,,Al,,Campanis,,,
,Rock Island,1922,,Mississippi Valley League,,data/JWGWNBN,,,data/blau/blau-20170219,,player,,Clifford,,Campbell,,,
,Kansas City,1922,,American Association,,data/RPRKGDR,,,data/blau/blau-20161225,,player,,Jewell,,Campbell,,Happy,
,Independence,1922,,Southwestern League,,data/RPRKGDR,,,data/blau/blau-20161225,,player,,Jewell,,Campbell,,Happy,
,Haverhill,1914,,New England League,,data/YRLXYKM,,,data/blau/blau-20170122,,player,,Roy,,Campbell,,,
,Fitchburg,1915,,New England League,,data/YRLXYKM,,,data/blau/blau-20170122,,player,,Roy,,Campbell,,,
,Bloomington,1927,,Illinois-Indiana-Iowa League,,data/FDBYNTY,,,data/blau/blau-20170521,,player,,Thaddeus E.,Thaddeus E.,Campbell,,,
,Decatur,1908,,Illinois-Indiana-Iowa League,,data/PLQHJGK,,,data/blau/blau-20170319,,player,,Vin,,Campbell,,,
,Aberdeen,1909,,Northwestern League,,data/PLQHJGK,,,data/blau/blau-20170319,,player,,Vin,,Campbell,,,
,Pittsburgh,1910,,National League,,data/PLQHJGK,,,data/blau/blau-20170319,,player,,Vin,,Campbell,,,
,Terre Haute,1921,,Illinois-Indiana-Iowa League,,data/YSYZHFQ,,,data/blau/blau-20170205,,player,,William,,Campbell,,,
,Newburgh,1914,,Atlantic League,,data/GWCMWNX,,,data/blau/blau-20180331,,player,,,,Campbell,,,
,Paterson,1914,,Atlantic League,,data/GWCMWNX,,,data/blau/blau-20180331,,player,,,,Campbell,,,
,New Haven,1932,,Eastern League,,data/VXNLWXD,,,data/blau/blau-20170416,,player,,,,Campbell,,,
,Durham,1921,,Piedmont League,,data/RSMBRWQ,,,data/blau/blau-20170521,,player,,Tom,,Canady,,,
,Durham,1922,,Piedmont League,,data/RSMBRWQ,,,data/blau/blau-20170521,,player,,Tom,,Canady,,,
,Charleston,1915,,South Atlantic League,,data/CBZQHPB,,,data/morris/1915SouthAtlantic/ColumbiaState/95,,player,,Emmett,,Cane,,,
,Minneapolis,1907,,American Association,,data/QVVRRTF,,,data/blau/blau-20170122,,manager,,Mike,Michael,Cantillon,,,
,Oshkosh,1913,,Wisconsin-Illinois League,,data/JCDQDYP,,,data/blau/blau-20170122,,player,,Richard,,Cantwell,,,
,Newport News,1919,,Virginia League,,data/JDHQQYC,,,data/blau/blau-20170122,,player,,Harry,,Caraway,,,
,Springfield,1920,,Western Association,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Springfield,1920,,Western Association,,data/VNWLNND,,,data/blau/blau-20171223,,player,,Irwin,,Cardner,,,
,Bloomington,1921,,Illinois-Indiana-Iowa League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Evansville,1921,,Illinois-Indiana-Iowa League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Muskogee,1921,,Southwestern League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Moline,1922,,Illinois-Indiana-Iowa League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Rock Island,1922,,Mississippi Valley League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Worcester,1923,,Eastern League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Columbia,1923,,South Atlantic League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Albany,1924,,Eastern League,,data/WNCSMBP,,,data/blau/blau-20170219,,player,,Irwin,,Cardner,,,
,Okmulgee,1926,,Western Association,,data/RCKFTHN,,,data/blau/blau-20170219,,player,,,,Cardner,,,
,Lincoln,1926,,Western League,,data/RCKFTHN,,,data/blau/blau-20170219,,player,,,,Cardner,,,
,Macon,1915,,South Atlantic League,,data/PHPSRLL,,,data/blau/blau-20171001,,player,,George,,Carey,,,
,Durham,1922,,Piedmont League,,data/PHPSRLL,,,data/blau/blau-20171001,,player,,George,,Carey,,,
,Norfolk,1922,,Virginia League,,data/PHPSRLL,,,data/blau/blau-20171001,,player,,George,,Carey,,,
,Sioux Falls,1920,,South Dakota League,,data/CKPGNQM,,,data/blau/blau-20170219,,player,,Fred,,Carisch,,,
,Sioux Falls,1920,,South Dakota League,,data/CKPGNQM,,,data/blau/blau-20170219,,manager,,Fred,,Carisch,,,
,Canton,1915,,Buckeye League,,data/ZHFFCYV,,1B,data/morris/1915Buckeye/CantonEveningRepository/11,,player,,,,Carle,,,
,Port Huron,1926,,Michigan State League,,data/CTGRCFP,,,data/blau/blau-20170416,,player,,,,Carlin,,,
,Port Huron,1926,,Michigan State League,,data/CTGRCFP,,,data/blau/blau-20170416,,manager,,,,Carlin,,,
,Hornell,1914,,Interstate League,,data/YPTZFGQ,,,data/blau/blau-20180331,,player,,,,Carling,,,
,Greensboro,1915,,North Carolina State League,,data/RHVVWXL,,3B,data/morris/1915NorthCarolinaState/GreensboroDailyNews/8,,player,,Terry,,Carlisle,,,
,Greensboro,1915,,North Carolina State League,,data/CBFMNZF,,,data/morris/1915NorthCarolinaState/TwinCityDailySentinel/31,,player,,,,Carlisle,,,
,Pueblo,1932,,Western League,,data/HTGKXJT,,,data/blau/blau-20171030,,player,,Floyd,,Carlson,,,
,Jamestown,1915,,Interstate League,,data/YJQVXWZ,,,data/blau/blau-20180331,,player,,Harry,,Carlson,,,
,Little Rock,1920,,Southern Association,,data/YQTXFHQ,,,data/blau/blau-20161225,,player,,Leon,,Carlson,,,
,Murray,1914,,Union Association,,data/VGZRLFV,,,data/morris/1915RioGrandeValley/ElPasoHerald/74,,player,,Fred,,Carman,,,
,Salt Lake City,1914,,Union Association,,data/VGZRLFV,,,data/morris/1915RioGrandeValley/ElPasoHerald/74,,player,,Fred,,Carman,,,
,Albuquerque,1915,,Rio Grande Association,,data/VGZRLFV,,1B,data/morris/1915RioGrandeValley/ElPasoHerald/74,,player,,Fred,,Carman,,,
,Salt Lake City,1914,,Union Association,,data/SRXCDJL,,,data/morris/1915RioGrandeValley/ElPasoHerald/67,,player,,Fred,,Carmen,,,
,Albuquerque,1915,,Rio Grande Association,,data/SRXCDJL,,1B,data/morris/1915RioGrandeValley/ElPasoHerald/67,,player,,Fred,,Carmen,,,
,Winston-Salem,1915,,North Carolina State League,,data/GGZHJYQ,,,data/morris/1915NorthCarolinaState/BluefieldDailyTelegraph/1,,player,,Allen,,Carnes,,,
,Winston-Salem,1915,,North Carolina State League,,data/STRDNQS,,,data/morris/1915NorthCarolinaState/TwinCityDailySentinel/5,,player,,,,Carnes,,,
,Winston-Salem,1915,,North Carolina State League,,data/BVZVBLT,,3B,data/morris/1915NorthCarolinaState/TwinCityDailySentinel/10,,player,,,,Carnes,,,
,Youngstown,1931,,Middle Atlantic League,,data/VVYPFRB,,,data/blau/blau-20170416,,player,,Lefty,Milford,Carney,,,
,Saskatoon,1911,,Western Canada League,,data/TXTZLFG,,,data/blau/blau-20171001,,player,,Thomas,,Carney,,,
,Saskatoon,1911,,Western Canada League,,data/YPFLNKM,,,data/blau/blau-20171030,,player,,Thomas,,Carney,,,
,Lincoln,1912,,Western League,,data/TXTZLFG,,,data/blau/blau-20171001,,player,,Thomas,,Carney,,,
,Lincoln,1912,,Western League,,data/YPFLNKM,,,data/blau/blau-20171030,,player,,Thomas,,Carney,,,
,Lincoln,1913,,Western League,,data/PVYWHGP,,,data/blau/blau-20170122,,player,,Thomas,,Carney,,,
,Victoria,1914,,Northwestern League,,data/PVYWHGP,,,data/blau/blau-20170122,,player,,Thomas,,Carney,,,
,Erie,1914,,Canadian League,,data/HHLVXYY,,,data/blau/blau-20180331,,player,,Tom,,Carney,,,
,Victoria,1914,,Northwestern League,,data/HHLVXYY,,,data/blau/blau-20180331,,player,,Tom,,Carney,,,
,Taunton,1914,,Colonial League,,data/KPGZZHQ,,,data/blau/blau-20180331,,player,,,,Carney,,Doc,
,Dyersburg,1924,,Kentucky-Illinois-Tennessee League,,data/VDBDYWH,,,data/blau/blau-20170319,,player,,A. H.,A. H.,Carpenter,,,
,Brookhaven,1925,,Cotton States League,,data/VDBDYWH,,,data/blau/blau-20170319,,player,,A. H.,A. H.,Carpenter,,,
,Battle Creek,1914,,Southern Michigan League,,data/TWHBJHF,,,data/blau/blau-20170122,,player,,Buck,,Carpenter,,,
,Lansing/Mount Clemens,1914,,Southern Michigan League,,data/TWHBJHF,,,data/blau/blau-20170122,,player,,Buck,,Carpenter,,,
,Battle Creek,1915,,Southern Michigan League,,data/TWHBJHF,,,data/blau/blau-20170122,,player,,Buck,,Carpenter,,,
